RU_S1,RU_S2,RU_S3,LAT_S1,LAT_S2,LAT_S3,TP_S1,TP_S2,TP_S3,QoS_S1,QoS_S2,QoS_S3,EnergyEfficiency,SEC_NEW_S1,SEC_NEW_S2,SEC_NEW_S3,PL_S1,PL_S2,PL_S3
103.30579696909015,101.38426152781005,100.33319306838307,2.956138790594049,1.249749712357649,0.30239872388254674,0.0,0.0,209.97885354613737,0.0,0.0,1.0,10.08550750004239,0.3382791102981486,0.8001602161712068,1.0,0.6617208897018514,0.19983978382879317,0.0
107.31026727530188,103.70893012201054,102.260941875702,3.5685009197879918,2.0889603100382015,1.7357150505586796,0.0,0.0,0.0,0.0,0.0,0.0,10.134933692556466,0.28022971619674164,0.47870703679464,0.5761314333698535,0.7197702838032584,0.52129296320536,0.42386856663014644
111.2750904008036,105.76737446718798,103.07977264857311,3.5338659728054145,1.8521845469674012,0.7413522592825605,0.0,0.0,80.02123073622678,0.0,0.0,1.0,10.233143097933457,0.28297621010401086,0.5399030035302417,1.0,0.7170237898959891,0.46009699646975827,0.0
113.83423369701373,107.90444140370458,104.30113151853304,2.2969770779330396,1.9221758764119214,1.103573232177629,0.0,0.0,0.0,0.0,0.0,0.0,10.28900540795214,0.43535480158115514,0.5202437572292684,0.9061473863648788,0.5646451984188449,0.47975624277073153,0.09385261363512123
114.00691830992066,109.44178257361253,105.94290310456617,0.15685054437855572,1.3868949134959456,1.480334517123203,96.99198270605892,0.0,0.0,1.0,0.0,0.0,10.258661611627307,1.0,0.7210351629881605,0.6755229905355058,0.0,0.2789648370118395,0.3244770094644942
118.29439172397633,109.90745648179347,107.56642489177078,3.815328074868905,0.4223557530179104,1.4640124596608182,0.0,127.5610204550591,0.0,0.0,1.0,0.0,10.267697544865971,0.2621006582859483,1.0,0.6830542960212782,0.7378993417140517,0.0,0.31694570397872185
120.03860182222745,112.31542060806785,108.04854567764998,1.5718970989860128,2.162912706612536,0.4372367719171606,0.0,0.0,182.97904500321022,0.0,0.0,1.0,10.35761505737564,0.6361739586166755,0.4623395095616959,1.0,0.36382604138332447,0.5376604904383041,0.0
123.26917587833441,113.90925682597694,108.77037151472346,2.8899531276849224,1.4374562374284185,0.6538426648443558,0.0,0.0,113.36631580427627,0.0,0.0,1.0,10.435816820151864,0.34602637337619313,0.6956733526642735,1.0,0.6539736266238069,0.3043266473357264,0.0
124.68985950415905,115.76126745004952,109.32663747740992,1.2823995792433591,1.6681511731470362,0.5042924257893671,0.0,0.0,163.2495081332579,0.0,0.0,1.0,10.498308757254454,0.7797881535410512,0.5994660532555083,1.0,0.22021184645894878,0.40053394674449166,0.0
126.94762448884842,117.44062167620577,109.7534611121648,2.0295165539030324,1.5139378898917417,0.3871945793316729,0.0,0.0,202.6761268857256,0.0,0.0,1.0,10.579025571538512,0.49272818104236005,0.6605290789515201,1.0,0.50727181895764,0.33947092104847987,0.0
130.94632363012977,118.81996096455083,110.998996973518,3.5634602048359056,1.2453363562641315,1.1252828799814372,0.0,0.0,0.0,0.0,0.0,0.0,10.639097052785788,0.28062611689697514,0.8029959094745192,0.8886654349673355,0.7193738831030249,0.1970040905254809,0.11133456503266445
133.7881828995772,120.01815892026224,112.7028940953591,2.547143880573163,1.0827710443425695,1.5358753568896033,0.0,0.0,0.0,0.0,0.0,0.0,10.644200356186632,0.39259658931201724,0.9235562820274474,0.6510945015910419,0.6074034106879828,0.07644371797255257,0.34890549840895807
136.8667102193717,121.12383154087306,112.7028940953591,2.7560211075273875,0.9996204791416846,0.0,0.0,0.09375734054412987,340.6349634924629,0.0,1.0,1.0,10.748411077994072,0.3628419235501311,1.0,1.0,0.6371580764498689,0.0,0.0
